image_index,relative_enthalpy_meV_per_formula_unit,volume_A3,relative_volume_percent,soft $\Gamma$ (-299 cm$^{-1}$)_norm_sqrt_amu_A,stable $\Gamma$ (176 cm$^{-1}$)_norm_sqrt_amu_A,stable $\Gamma$ (455 cm$^{-1}$)_norm_sqrt_amu_A
0,0.0,67.50896106247043,0.0,1.2043298776588882,0.28628790466112236,0.046012556104194684
1,2.2197999001036806,67.10823235356906,-0.5935933579699904,1.1218078743474023,0.206831540175351,0.055125996736942254
2,8.12320000022737,66.77111669547376,-1.092957668706962,1.0220226725938701,0.12610657218480278,0.0602782884796264
3,19.535600000381237,66.38976861537536,-1.6578427952096741,0.8745860771135859,0.037929526190060035,0.0592433202134438
4,41.53670010009591,65.87248212706035,-2.4240914237974143,0.6348303040499017,0.04193724165809589,0.04311609182585185
5,71.66490039981,65.49714688958034,-2.980069817736397,0.32530543181897187,0.046528754503785415,0.02116979254390277
6,87.1289016999981,65.36438307828914,-3.1767308375502568,1.1305973916688101e-15,2.8345367433046593e-15,1.090921615504826e-15
